"Patru studenți vor fi selectați pentru a face parte din echipa de șah a unei universități, și anume dintro listă de șapte studenți N, P, Q, R, S, V și X.
Selecția trebuie să respecte următoarele condiții
N și R nu sunt ambii aleși.
V și X nu sunt ambii aleși.
Dacă N este ales, atunci și X este ales.
Dacă P este ales, atunci și S este ales.
Dacă V este ales, atunci și R este ales.
","6.	Care dintre următoarele poate fi o listă corectă și completă a studenților aleși?
","(A) N,P,Q,X
(B) N,P,S,X
(C) N,Q,R,X
(D) P,Q,S,V
(E) R,S,V,X
",B
"Șapte prieteni (K, L, M, O, P, R și T) cumpără șapte bilete la un spectacol. Locurile sunt pe același rând, numerotate de la I la 7. Modul în care cei șapte prieteni se vor așeza pe locuri trebuie să respecte următoarele condiții
Locurile 1, 3 și 5 pot fi ocupate doar de K, L sau M, indiferent de ordinea în care se vor așeza.
Numărul locului ocupat de R este mai mic decât numărul locului ocupat de M. O stă pe locul 4.
","17.	Care dintre următoarele este o aranjare posibilă a celor șapte prieteni pe cele șapte locuri?
","(A) K,P,M,O,L,R,T
(B) K,R,L,O,M,P,T
(C) K,R,O,L,M,P,T
(D) K,R,M,O,P,L,T
(E) K,R,T,O,L,P,M
",B
"Șapte prieteni (K, L, M, O, P, R și T) cumpără șapte bilete la un spectacol. Locurile sunt pe același rând, numerotate de la I la 7. Modul în care cei șapte prieteni se vor așeza pe locuri trebuie să respecte următoarele condiții
Locurile 1, 3 și 5 pot fi ocupate doar de K, L sau M, indiferent de ordinea în care se vor așeza.
Numărul locului ocupat de R este mai mic decât numărul locului ocupat de M. O stă pe locul 4.
","18.	Care dintre următoarele afirmații trebuie să fie adevărată?
","(A)	L stă pe locul 1.
(B)	M stă pe locul 5.
(C) M stă pe locul 3.
(D) R stă pe locul 2.
(E) T stă pe locul 7.
",D
"Șapte prieteni (K, L, M, O, P, R și T) cumpără șapte bilete la un spectacol. Locurile sunt pe același rând, numerotate de la I la 7. Modul în care cei șapte prieteni se vor așeza pe locuri trebuie să respecte următoarele condiții
Locurile 1, 3 și 5 pot fi ocupate doar de K, L sau M, indiferent de ordinea în care se vor așeza.
Numărul locului ocupat de R este mai mic decât numărul locului ocupat de M. O stă pe locul 4.
","19. Care dintre următoarele afirmații poate fi adevărată?
","(A)	K stă pe locul 6.
(B)	M stă pe locul l .
(C)	P stă pe locul 7.
(D)	R stă pe locul 6.
(E) T stă pe locul 2.
",C
"Șapte prieteni (K, L, M, O, P, R și T) cumpără șapte bilete la un spectacol. Locurile sunt pe același rând, numerotate de la I la 7. Modul în care cei șapte prieteni se vor așeza pe locuri trebuie să respecte următoarele condiții
Locurile 1, 3 și 5 pot fi ocupate doar de K, L sau M, indiferent de ordinea în care se vor așeza.
Numărul locului ocupat de R este mai mic decât numărul locului ocupat de M. O stă pe locul 4.
","20. Care dintre următoarele afirmații trebuie să fie adevărată?
","(A)	K și R stau pe locuri consecutive, indiferent de ordinea lor.
(B)	K și P stau pe locuri consecutive, indiferent de ordinea lor.
(C)	L și O stau pe locuri consecutive, indiferent de ordinea lor.
(D)	R și M stau pe locuri consecutive, indiferent de ordinea lor. (E) P și T stau pe locuri consecutive, indiferent de ordinea lor.
",E
"Șapte prieteni (K, L, M, O, P, R și T) cumpără șapte bilete la un spectacol. Locurile sunt pe același rând, numerotate de la I la 7. Modul în care cei șapte prieteni se vor așeza pe locuri trebuie să respecte următoarele condiții
Locurile 1, 3 și 5 pot fi ocupate doar de K, L sau M, indiferent de ordinea în care se vor așeza.
Numărul locului ocupat de R este mai mic decât numărul locului ocupat de M. O stă pe locul 4.
","21. Dacă P stă pe locul 6, câte aranjări ale celor șapte prieteni sunt posibile?
","(A) Una
(B) Doua
(C) Trei
(D) Patru
(E) Cinci
",D
"O bibliotecă universitară poate să depoziteze cel mult cinci genuri de cărți din șapte Fizică, Geografie, Istorie, Lingvistică, Muzeologie, Paleontologie, Semiotică în acord cu următoarele condiții
Dacă biblioteca are cărți de Istorie, atunci nu are cărți de Semiotică.
Dacă biblioteca are cărți de Fizică, atunci nu are cărți de Muzeologie.
Dacă biblioteca nu are cărți de Semiotică, atunci biblioteca are fie cărți de Geografie, fie cărți de Lingvistică, dar nu de ambele genuri.
Dacă nu este adevărat că biblioteca are atât cărți de Geografie, cât și de Lingvistică, atunci are cărți de Fizică și de Paleontologie.
","22. Care dintre următoarele poate fi o listă completă și corectă a genurilor de cărți din bibliotecă?
","(A)	Fizică, Istorie.
(B)	Fizică, Geografie, Lingvistică.
(C)	Fizică, Geografie, Muzeologie, Paleontologie.
(D)	Fizică, Geografie, Paleontologie, Semiotică.
(E)	Fizică, Istorie, Lingvistică, Paleontologie, Semiotică.
",D
"O bibliotecă universitară poate să depoziteze cel mult cinci genuri de cărți din șapte Fizică, Geografie, Istorie, Lingvistică, Muzeologie, Paleontologie, Semiotică în acord cu următoarele condiții
Dacă biblioteca are cărți de Istorie, atunci nu are cărți de Semiotică.
Dacă biblioteca are cărți de Fizică, atunci nu are cărți de Muzeologie.
Dacă biblioteca nu are cărți de Semiotică, atunci biblioteca are fie cărți de Geografie, fie cărți de Lingvistică, dar nu de ambele genuri.
Dacă nu este adevărat că biblioteca are atât cărți de Geografie, cât și de Lingvistică, atunci are cărți de Fizică și de Paleontologie.
","23. Dacă în bibliotecă nu se găsesc nici cărți de Istorie, nici cărți de Paleontologie, atunci care dintre următoarele afirmații ar putea fi adevărată?
","(A)	Biblioteca are exact patru genuri de cărți.
(B)	Biblioteca are exact cinci genuri de cărți.
(C)	Biblioteca nu are cărți de Geografie.
(D)	Biblioteca nu are cărți de Lingvistică. (E) Biblioteca nu are cărți de Semiotică.
",A
"O bibliotecă universitară poate să depoziteze cel mult cinci genuri de cărți din șapte Fizică, Geografie, Istorie, Lingvistică, Muzeologie, Paleontologie, Semiotică în acord cu următoarele condiții
Dacă biblioteca are cărți de Istorie, atunci nu are cărți de Semiotică.
Dacă biblioteca are cărți de Fizică, atunci nu are cărți de Muzeologie.
Dacă biblioteca nu are cărți de Semiotică, atunci biblioteca are fie cărți de Geografie, fie cărți de Lingvistică, dar nu de ambele genuri.
Dacă nu este adevărat că biblioteca are atât cărți de Geografie, cât și de Lingvistică, atunci are cărți de Fizică și de Paleontologie.
","24. Care dintre următoarele afirmații ar putea fi adevărată?
","(A)	Biblioteca nu are nici cărți de Fizică, nici cărți de Geografie.
(B)	Biblioteca nu are nici cărți de Geografie, nici cărți de Lingvistică, nici cărți de Semiotică.
(C)	Biblioteca nu are nici cărți de Geografie, nici cărți de Paleontologie.
(D)	Biblioteca nu are nici cărți de Istorie, nici cărți de Semiotică.
(E)	Biblioteca nu are nici cărți de Lingvistică, nici cărți de Paleontologie.
",D
"O bibliotecă universitară poate să depoziteze cel mult cinci genuri de cărți din șapte Fizică, Geografie, Istorie, Lingvistică, Muzeologie, Paleontologie, Semiotică în acord cu următoarele condiții
Dacă biblioteca are cărți de Istorie, atunci nu are cărți de Semiotică.
Dacă biblioteca are cărți de Fizică, atunci nu are cărți de Muzeologie.
Dacă biblioteca nu are cărți de Semiotică, atunci biblioteca are fie cărți de Geografie, fie cărți de Lingvistică, dar nu de ambele genuri.
Dacă nu este adevărat că biblioteca are atât cărți de Geografie, cât și de Lingvistică, atunci are cărți de Fizică și de Paleontologie.
","25. Dacă biblioteca nu are cărți de Fizică, atunci care dintre următoarele enunțuri trebuie să fie adevărat?
","(A)	Biblioteca nu are cărți de Istorie.
(B)	Biblioteca nu are cărți de Lingvistică.
(C)	Biblioteca nu are cărți de Semiotică.
(D)	Biblioteca nu are cărți de Muzeologie.
(E)	Biblioteca nu are cărți de Paleontologie
",A
"O bibliotecă universitară poate să depoziteze cel mult cinci genuri de cărți din șapte Fizică, Geografie, Istorie, Lingvistică, Muzeologie, Paleontologie, Semiotică în acord cu următoarele condiții
Dacă biblioteca are cărți de Istorie, atunci nu are cărți de Semiotică.
Dacă biblioteca are cărți de Fizică, atunci nu are cărți de Muzeologie.
Dacă biblioteca nu are cărți de Semiotică, atunci biblioteca are fie cărți de Geografie, fie cărți de Lingvistică, dar nu de ambele genuri.
Dacă nu este adevărat că biblioteca are atât cărți de Geografie, cât și de Lingvistică, atunci are cărți de Fizică și de Paleontologie.
","26. Dacă biblioteca are cărți de Muzeologie, atunci care dintre următoarele enunțuri trebuie să fie adevărat?
","(A)	Biblioteca are exact trei genuri de cărți.
(B)	Biblioteca are exact cinci genuri de cărți.
(C)	Biblioteca are cărți de Geografie.
(D)	Biblioteca are cărți de Istorie.
(E)	Biblioteca are cărți de Paleontologie.
",C
"O bibliotecă universitară poate să depoziteze cel mult cinci genuri de cărți din șapte Fizică, Geografie, Istorie, Lingvistică, Muzeologie, Paleontologie, Semiotică în acord cu următoarele condiții
Dacă biblioteca are cărți de Istorie, atunci nu are cărți de Semiotică.
Dacă biblioteca are cărți de Fizică, atunci nu are cărți de Muzeologie.
Dacă biblioteca nu are cărți de Semiotică, atunci biblioteca are fie cărți de Geografie, fie cărți de Lingvistică, dar nu de ambele genuri.
Dacă nu este adevărat că biblioteca are atât cărți de Geografie, cât și de Lingvistică, atunci are cărți de Fizică și de Paleontologie.
","27. Fiecare dintre următoarele ar putea fi o listă corectă și completă a genurilor de cărți din bibliotecă cu EXCEPȚIA uneia. Care este aceasta?
","(A) Fizică, Lingvistică, Paleontologie.
(B) Geografie, Istorie, Lingvistică.
(C)	Fizică, Geografie, Istorie, Paleontologie.
(D)	Fizică, Geografie, Lingvistică, Paleontologie, Semiotică.
(E)	Geografie, Lingvistică, Muzeologie, Paleontologie, Semiotică.
",B
"Succesul în viață depinde de inteligență, care poate fi indicată de coeficientul de inteligență, I.Q. O teorie frecvent vehiculată susține că inteligența este în principal determinată de ereditate și aduce ca dovadă studiile efectuate pe gemeni identici care au fost adoptați de familii diferite. Conform acestei teorii, din moment ce diferențele de I.Q. dintre indivizi sunt, în principal, determinate genetic, același lucru trebuie să fie adevărat și despre diferențele de I.Q. dintre diverse grupuri etnice. Inegalitățile cognitive, fiind încasfrate în gene, vor dura, ca și inechitățile sociale care derivă din ele.
Richard E. Nisbett, un reputat psiholog cognitivist, oferă în cartea sa Despre inteligentă și cum să o obții, o critică meticuloasă și revelatoare asupra teoriilor eredității. Fidelă titlului, care amintește de un manual de autoperfecționare, cartea conține câteva ponturi despre cum să impulsionezi coeficientul de inteligență al propriului copil, însă adevărata sa valoare constă în turul de forță reușit de Nisbett prin sistematizarea dovezilor, în mare măsură recente, care susțin ceea ce el numește noua teorie a mediului ambiant, care subliniază importanța factorilor nonereditari în determinarea I.Q.ului. Aceste dovezi, provenite din neurologie și genetică, precum și din studii despre intervențiile educaționale și diversele stiluri în care părinții își cresc copiii, sunt atât de fascinante, încât i se poate ierta autorului scriitura ușor pedantă.
Din punct de vedere intelectual, dezbaterea despre I.Q. este una înșelătoare. Nisbett însă procedează cu precauții necesare. El concede că testele de I.Q., care evaluează atât inteligența fluidă (capacitatea de raționament abstract), cât și inteligența cristalizată (cunoștințele), măsoară ceva real și important. Totuși, el se dezice de teoriile ereditare, care susțin că valoarea coeficientului de inteligență depinde în proporție de 7585% de ereditate și consideră că cifra reală este mai mică de 50%. Estimările inițiale provin din compararea coeficienților de inteligență a rudelor de sânge gemeni, frați obișnuiți etc. care au crescut în familii adoptive diferite. Dar aici se ascunde o capcană, subliniază Nisbett, întrucât familiile adoptive, precum familiile fericite ale lui Tolstoi, sunt toate la fel. Nu doar că sunt mai înstărite decât media, dar au și tendința de a oferi copiilor mai multă stimulare cognitivă. Astfel, datele obținute în acest fel produc în mod eronat estimări foarte mari pentru gradul de ereditate implicat în coeficientul de inteligență.
Chiar dacă genele joacă un rol în determinarea diferențelor de I.Q. din cadrul unei populații anume, fapt admis și de Nisbett, acest lucru nu are nici o implicație în diferențele valorilor medii ale acestui coeficient pentru populații diferite. Exemplul clasic este cel al boabelor de porumb plantate pe două loturi diferite, unul cu sol bogat, celălalt cu sol sărac. În interiorul fiecărui lot, diferența de înălțime dintre plantele de porumb este determinată genetic. Cu toate acestea, diferența dintre mediile de înălțime ale celor două loturi este în întregime determinată de condițiile ambientale.
Aceeași logică ar putea explica disparitățile dintre media coeficienților de inteligență dintre grupuri etnice diferite. Iar dacă diferențele de I.Q. sunt întradevăr în mare măsură determinate de mediu, provocarea ar fi identificarea de programe educaționale la fel de eficiente precum adopția, care să reducă discrepanțele dintre grupuri.
","28. Așa cum reiese din text, autorul consideră semnificativă teoria mediului ambiant propusă de Richard E. Nisbett prin
","(A)	numărul impresionant al dovezilor și varietatea lor.
(B)	aplicabilitatea în comunitățile cu copii adoptați.
(C)	minuțiozitatea analizei și relevanța concluziilor.
(D)	utilitatea în concertarea eforturilor pentru o carieră de succes.
(E) eradicarea diferențelor dinfre clasele sociale.
",C
"Succesul în viață depinde de inteligență, care poate fi indicată de coeficientul de inteligență, I.Q. O teorie frecvent vehiculată susține că inteligența este în principal determinată de ereditate și aduce ca dovadă studiile efectuate pe gemeni identici care au fost adoptați de familii diferite. Conform acestei teorii, din moment ce diferențele de I.Q. dintre indivizi sunt, în principal, determinate genetic, același lucru trebuie să fie adevărat și despre diferențele de I.Q. dintre diverse grupuri etnice. Inegalitățile cognitive, fiind încasfrate în gene, vor dura, ca și inechitățile sociale care derivă din ele.
Richard E. Nisbett, un reputat psiholog cognitivist, oferă în cartea sa Despre inteligentă și cum să o obții, o critică meticuloasă și revelatoare asupra teoriilor eredității. Fidelă titlului, care amintește de un manual de autoperfecționare, cartea conține câteva ponturi despre cum să impulsionezi coeficientul de inteligență al propriului copil, însă adevărata sa valoare constă în turul de forță reușit de Nisbett prin sistematizarea dovezilor, în mare măsură recente, care susțin ceea ce el numește noua teorie a mediului ambiant, care subliniază importanța factorilor nonereditari în determinarea I.Q.ului. Aceste dovezi, provenite din neurologie și genetică, precum și din studii despre intervențiile educaționale și diversele stiluri în care părinții își cresc copiii, sunt atât de fascinante, încât i se poate ierta autorului scriitura ușor pedantă.
Din punct de vedere intelectual, dezbaterea despre I.Q. este una înșelătoare. Nisbett însă procedează cu precauții necesare. El concede că testele de I.Q., care evaluează atât inteligența fluidă (capacitatea de raționament abstract), cât și inteligența cristalizată (cunoștințele), măsoară ceva real și important. Totuși, el se dezice de teoriile ereditare, care susțin că valoarea coeficientului de inteligență depinde în proporție de 7585% de ereditate și consideră că cifra reală este mai mică de 50%. Estimările inițiale provin din compararea coeficienților de inteligență a rudelor de sânge gemeni, frați obișnuiți etc. care au crescut în familii adoptive diferite. Dar aici se ascunde o capcană, subliniază Nisbett, întrucât familiile adoptive, precum familiile fericite ale lui Tolstoi, sunt toate la fel. Nu doar că sunt mai înstărite decât media, dar au și tendința de a oferi copiilor mai multă stimulare cognitivă. Astfel, datele obținute în acest fel produc în mod eronat estimări foarte mari pentru gradul de ereditate implicat în coeficientul de inteligență.
Chiar dacă genele joacă un rol în determinarea diferențelor de I.Q. din cadrul unei populații anume, fapt admis și de Nisbett, acest lucru nu are nici o implicație în diferențele valorilor medii ale acestui coeficient pentru populații diferite. Exemplul clasic este cel al boabelor de porumb plantate pe două loturi diferite, unul cu sol bogat, celălalt cu sol sărac. În interiorul fiecărui lot, diferența de înălțime dintre plantele de porumb este determinată genetic. Cu toate acestea, diferența dintre mediile de înălțime ale celor două loturi este în întregime determinată de condițiile ambientale.
Aceeași logică ar putea explica disparitățile dintre media coeficienților de inteligență dintre grupuri etnice diferite. Iar dacă diferențele de I.Q. sunt întradevăr în mare măsură determinate de mediu, provocarea ar fi identificarea de programe educaționale la fel de eficiente precum adopția, care să reducă discrepanțele dintre grupuri.
","29. Conform paragrafului al treilea, punctul slab al teoriilor ereditare este că
","(A)	privesc drept imposibilă îmbunătățirea inteligenței și, ca atare, a diferențelor dintre oameni.
(B)	propun testele I.Q. drept singurul instrument valid de măsurare a inteligenței umane.
(C)	ajung să acorde o importanță exagerată eredității în evaluarea inteligenței, prin modul în care obțin datele.
(D)	formulează concluzii privind ereditatea fără a ține cont de diferențele esențiale din mediile adoptive.
(E)	neagă importanța educației în dezvoltarea inteligenței la copii și la tineri.
",C
"Succesul în viață depinde de inteligență, care poate fi indicată de coeficientul de inteligență, I.Q. O teorie frecvent vehiculată susține că inteligența este în principal determinată de ereditate și aduce ca dovadă studiile efectuate pe gemeni identici care au fost adoptați de familii diferite. Conform acestei teorii, din moment ce diferențele de I.Q. dintre indivizi sunt, în principal, determinate genetic, același lucru trebuie să fie adevărat și despre diferențele de I.Q. dintre diverse grupuri etnice. Inegalitățile cognitive, fiind încasfrate în gene, vor dura, ca și inechitățile sociale care derivă din ele.
Richard E. Nisbett, un reputat psiholog cognitivist, oferă în cartea sa Despre inteligentă și cum să o obții, o critică meticuloasă și revelatoare asupra teoriilor eredității. Fidelă titlului, care amintește de un manual de autoperfecționare, cartea conține câteva ponturi despre cum să impulsionezi coeficientul de inteligență al propriului copil, însă adevărata sa valoare constă în turul de forță reușit de Nisbett prin sistematizarea dovezilor, în mare măsură recente, care susțin ceea ce el numește noua teorie a mediului ambiant, care subliniază importanța factorilor nonereditari în determinarea I.Q.ului. Aceste dovezi, provenite din neurologie și genetică, precum și din studii despre intervențiile educaționale și diversele stiluri în care părinții își cresc copiii, sunt atât de fascinante, încât i se poate ierta autorului scriitura ușor pedantă.
Din punct de vedere intelectual, dezbaterea despre I.Q. este una înșelătoare. Nisbett însă procedează cu precauții necesare. El concede că testele de I.Q., care evaluează atât inteligența fluidă (capacitatea de raționament abstract), cât și inteligența cristalizată (cunoștințele), măsoară ceva real și important. Totuși, el se dezice de teoriile ereditare, care susțin că valoarea coeficientului de inteligență depinde în proporție de 7585% de ereditate și consideră că cifra reală este mai mică de 50%. Estimările inițiale provin din compararea coeficienților de inteligență a rudelor de sânge gemeni, frați obișnuiți etc. care au crescut în familii adoptive diferite. Dar aici se ascunde o capcană, subliniază Nisbett, întrucât familiile adoptive, precum familiile fericite ale lui Tolstoi, sunt toate la fel. Nu doar că sunt mai înstărite decât media, dar au și tendința de a oferi copiilor mai multă stimulare cognitivă. Astfel, datele obținute în acest fel produc în mod eronat estimări foarte mari pentru gradul de ereditate implicat în coeficientul de inteligență.
Chiar dacă genele joacă un rol în determinarea diferențelor de I.Q. din cadrul unei populații anume, fapt admis și de Nisbett, acest lucru nu are nici o implicație în diferențele valorilor medii ale acestui coeficient pentru populații diferite. Exemplul clasic este cel al boabelor de porumb plantate pe două loturi diferite, unul cu sol bogat, celălalt cu sol sărac. În interiorul fiecărui lot, diferența de înălțime dintre plantele de porumb este determinată genetic. Cu toate acestea, diferența dintre mediile de înălțime ale celor două loturi este în întregime determinată de condițiile ambientale.
Aceeași logică ar putea explica disparitățile dintre media coeficienților de inteligență dintre grupuri etnice diferite. Iar dacă diferențele de I.Q. sunt întradevăr în mare măsură determinate de mediu, provocarea ar fi identificarea de programe educaționale la fel de eficiente precum adopția, care să reducă discrepanțele dintre grupuri.
","30. Așa cum reiese din text, se poate deduce că autorul consideră cartea lui Richard E. Nisbett valoroasă prin prisma
","(A)	utilității sale ca manual de autoperfecționare.
(B)	structurării riguroase a probelor care susțin teoria ambientală.
(C)	stilului erudit de prezentare a experimentelor și a concluziilor.
(D)	explicațiilor inovatoare oferite în sprijinul teoriei ereditare a inteligenței.
(E)	sfaturilor practice pe care le oferă părinților care își doresc copii mai inteligenți.
",B
